Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Country
Oleh Ocheretko,M,Ukraine,UKR,2024,Paris,Football,Men,No medal,Ukraine
Valentyn Rubchynskyi,M,Ukraine,UKR,2024,Paris,Football,Men,No medal,Ukraine
Volodymyr Saliuk,M,Ukraine,UKR,2024,Paris,Football,Men,No medal,Ukraine
Danylo Sikan,M,Ukraine,UKR,2024,Paris,Football,Men,No medal,Ukraine
Oleksii Sych,M,Ukraine,UKR,2024,Paris,Football,Men,No medal,Ukraine
Maksym Talovierov,M,Ukraine,UKR,2024,Paris,Football,Men,No medal,Ukraine
Georgiy Yermakov,M,Ukraine,UKR,2024,Paris,Football,Men,No medal,Ukraine
Yarisleidis Cirilo,F,Cuba,CUB,2024,Paris,Canoe Sprint,Women's Canoe Single 200m,Bronze,Cuba
Yarisleidis Cirilo,F,Cuba,CUB,2024,Paris,Canoe Sprint,Women's Canoe Double 500m,No medal,Cuba
Francheska Lopez,F,Cuba,CUB,2024,Paris,Canoe Sprint,Women's Canoe Single 200m,No medal,Cuba
Francheska Lopez,F,Cuba,CUB,2024,Paris,Canoe Sprint,Women's Canoe Double 500m,No medal,Cuba
Ramon Pelier,M,Cuba,CUB,2024,Paris,Canoe Sprint,Men's Canoe Single 1000m,No medal,Cuba
Abdelrahman Abdelghany,M,Egypt,EGY,2024,Paris,Judo,Men -81 kg,No medal,Egypt
Youssry Samy,M,Egypt,EGY,2024,Paris,Judo,Men -60 kg,No medal,Egypt
Gerard Takayawa,M,Fiji,FIJ,2024,Paris,Judo,Men +100 kg,No medal,Fiji
Jyothi Yarraji,F,India,IND,2024,Paris,Athletics,Women's 100m Hurdles,No medal,India
Vithya Ramraj,F,India,IND,2024,Paris,Athletics,Women's 4 x 400m Relay,No medal,India
Phat Le,M,Vietnam,VIE,2024,Paris,Badminton,Men's Singles,No medal,Vietnam
Chih-chun Tang,M,Chinese Taipei,TPE,2024,Paris,Archery,Men's Individual,No medal,Chinese Taipei
Chih-chun Tang,M,Chinese Taipei,TPE,2024,Paris,Archery,Men's Team,No medal,Chinese Taipei
Yu-hsuan Tai,M,Chinese Taipei,TPE,2024,Paris,Archery,Men's Individual,No medal,Chinese Taipei
Yu-hsuan Tai,M,Chinese Taipei,TPE,2024,Paris,Archery,Men's Team,No medal,Chinese Taipei
Yu-hsuan Tai,M,Chinese Taipei,TPE,2024,Paris,Archery,Mixed Team,No medal,Chinese Taipei
Zih-siang Lin,M,Chinese Taipei,TPE,2024,Paris,Archery,Men's Individual,No medal,Chinese Taipei
Zih-siang Lin,M,Chinese Taipei,TPE,2024,Paris,Archery,Men's Team,No medal,Chinese Taipei
Chien-ying Lei,F,Chinese Taipei,TPE,2024,Paris,Archery,Women's Individual,No medal,Chinese Taipei
Chien-ying Lei,F,Chinese Taipei,TPE,2024,Paris,Archery,Women's Team,No medal,Chinese Taipei
Chien-ying Lei,F,Chinese Taipei,TPE,2024,Paris,Archery,Mixed Team,No medal,Chinese Taipei
Yi-ching Chiu,F,Chinese Taipei,TPE,2024,Paris,Archery,Women's Individual,No medal,Chinese Taipei
Yi-ching Chiu,F,Chinese Taipei,TPE,2024,Paris,Archery,Women's Team,No medal,Chinese Taipei
Tsai-chi Li,F,Chinese Taipei,TPE,2024,Paris,Archery,Women's Individual,No medal,Chinese Taipei
Tsai-chi Li,F,Chinese Taipei,TPE,2024,Paris,Archery,Women's Team,No medal,Chinese Taipei
Lovisa Karlsson,F,Sweden,SWE,2024,Paris,Sailing,Mixed Dinghy,Bronze,Sweden
Anton Dahlberg,M,Sweden,SWE,2024,Paris,Sailing,Mixed Dinghy,Bronze,Sweden
Vilma Bobeck,F,Sweden,SWE,2024,Paris,Sailing,Women's Skiff,Silver,Sweden
Josefin Olsson,F,Sweden,SWE,2024,Paris,Sailing,Women's Dinghy,No medal,Sweden
Hanna Jonsson,F,Sweden,SWE,2024,Paris,Sailing,Mixed Multihull,No medal,Sweden
Rebecca Netzler,F,Sweden,SWE,2024,Paris,Sailing,Women's Skiff,Silver,Sweden
Johanna Hjertberg,F,Sweden,SWE,2024,Paris,Sailing,Women's Windsurfing,No medal,Sweden
Emil Jarudd,M,Sweden,SWE,2024,Paris,Sailing,Mixed Multihull,No medal,Sweden
Chemtai Salpeter,F,Israel,ISR,2024,Paris,Athletics,Women's Marathon,No medal,Israel
Chun-han Yang,M,Chinese Taipei,TPE,2024,Paris,Athletics,Men's 200m,No medal,Chinese Taipei
Ming-yang Peng,M,Chinese Taipei,TPE,2024,Paris,Athletics,Men's 400m Hurdles,No medal,Chinese Taipei
Azmy Mehelba,M,Egypt,EGY,2024,Paris,Shooting,Skeet Men,No medal,Egypt
Mohamed Hamdy,M,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Men,No medal,Egypt
Mohamed Hamdy,M,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,Egypt
Maor Tiyouri,F,Israel,ISR,2024,Paris,Athletics,Women's Marathon,No medal,Israel
Enkhkhuslen Batbayar,F,Mongolia,MGL,2024,Paris,Swimming,Women's 200m Freestyle,No medal,Mongolia
Remas Khalil,F,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Women,No medal,Egypt
Remas Khalil,F,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,Egypt
Hala Elgohari,F,Egypt,EGY,2024,Paris,Shooting,10m Air Pistol Women,No medal,Egypt
Amira Aboushokka,F,Egypt,EGY,2024,Paris,Shooting,Skeet Women,No medal,Egypt
Omar Ibrahim,M,Egypt,EGY,2024,Paris,Shooting,Skeet Men,No medal,Egypt
Adaku Nwandu,F,Nigeria,NGR,2024,Paris,Swimming,Women's 50m Freestyle,No medal,Nigeria
Mohammad Korayiem,M,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Men,No medal,Egypt
Mohammad Korayiem,M,Egypt,EGY,2024,Paris,Shooting,50m Rifle 3 Positions Men,No medal,Egypt
Mohammad Korayiem,M,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,Egypt
Didier Kiki,M,Benin,BEN,2024,Paris,Athletics,Men's 100m,No medal,Benin
Sena Can,F,Türkiye,TUR,2024,Paris,Shooting,Skeet Women,No medal,Turkey
Ismail Keles,M,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Men,No medal,Turkey
Ismail Keles,M,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,Turkey
Antoaneta Kostadinova,F,Bulgaria,BUL,2024,Paris,Shooting,10m Air Pistol Women,No medal,Bulgaria
Antoaneta Kostadinova,F,Bulgaria,BUL,2024,Paris,Shooting,25m Pistol Women,No medal,Bulgaria
Antoaneta Kostadinova,F,Bulgaria,BUL,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,Bulgaria
Ilayda Tarhan,F,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Women,No medal,Turkey
Ilayda Tarhan,F,Türkiye,TUR,2024,Paris,Shooting,25m Pistol Women,No medal,Turkey
Ilayda Tarhan,F,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Mixed Team,Silver,Turkey
Simal Yilmaz,F,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Women,No medal,Turkey
Simal Yilmaz,F,Türkiye,TUR,2024,Paris,Shooting,25m Pistol Women,No medal,Turkey
Simal Yilmaz,F,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,Turkey
Kiril Kirov,M,Bulgaria,BUL,2024,Paris,Shooting,10m Air Pistol Men,No medal,Bulgaria
Kiril Kirov,M,Bulgaria,BUL,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,Bulgaria
Yusuf Dikec,M,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Men,No medal,Turkey
Yusuf Dikec,M,Türkiye,TUR,2024,Paris,Shooting,10m Air Pistol Mixed Team,Silver,Turkey
Oguzhan Tuzun,M,Türkiye,TUR,2024,Paris,Shooting,Trap Men,No medal,Turkey
Pelin Kaya,F,Türkiye,TUR,2024,Paris,Shooting,Trap Women,No medal,Turkey
Powei Bello,F,Nigeria,NGR,2024,Paris,Canoe Sprint,Women's Canoe Single 200m,No medal,Nigeria
Powei Bello,F,Nigeria,NGR,2024,Paris,Canoe Sprint,Women's Canoe Double 500m,No medal,Nigeria
Kirani James,M,Grenada,GRN,2024,Paris,Athletics,Men's 400m,No medal,Grenada
Akinaere Otuedo,F,Nigeria,NGR,2024,Paris,Canoe Sprint,Women's Canoe Single 200m,No medal,Nigeria
Akinaere Otuedo,F,Nigeria,NGR,2024,Paris,Canoe Sprint,Women's Canoe Double 500m,No medal,Nigeria
Mete Gazoz,M,Türkiye,TUR,2024,Paris,Archery,Men's Individual,No medal,Turkey
Mete Gazoz,M,Türkiye,TUR,2024,Paris,Archery,Men's Team,Bronze,Turkey
Mete Gazoz,M,Türkiye,TUR,2024,Paris,Archery,Mixed Team,No medal,Turkey
Berkim Tumer,M,Türkiye,TUR,2024,Paris,Archery,Men's Individual,No medal,Turkey
Berkim Tumer,M,Türkiye,TUR,2024,Paris,Archery,Men's Team,Bronze,Turkey
Abdullah Yildirmis,M,Türkiye,TUR,2024,Paris,Archery,Men's Individual,No medal,Turkey
Abdullah Yildirmis,M,Türkiye,TUR,2024,Paris,Archery,Men's Team,Bronze,Turkey
Tomislav Pucar,M,Croatia,CRO,2024,Paris,Table Tennis,Men's Singles,No medal,Croatia
Tomislav Pucar,M,Croatia,CRO,2024,Paris,Table Tennis,Men's Team,No medal,Croatia
Andrej Gacina,M,Croatia,CRO,2024,Paris,Table Tennis,Men's Singles,No medal,Croatia
Andrej Gacina,M,Croatia,CRO,2024,Paris,Table Tennis,Men's Team,No medal,Croatia
Fili Zeljko,M,Croatia,CRO,2024,Paris,Table Tennis,Men's Team,No medal,Croatia
Ivana Malobabic,F,Croatia,CRO,2024,Paris,Table Tennis,Women's Singles,No medal,Croatia
Berra Gokkir,F,Türkiye,TUR,2024,Paris,Archery,Women's Individual,No medal,Turkey
Berra Gokkir,F,Türkiye,TUR,2024,Paris,Archery,Mixed Team,No medal,Turkey
Desislava Angelova,F,Bulgaria,BUL,2024,Paris,Rowing,Women's Single Sculls,No medal,Bulgaria
Kristian Vasilev,M,Bulgaria,BUL,2024,Paris,Rowing,Men's Single Sculls,No medal,Bulgaria
Abbas Mohammed,F,Egypt,EGY,2024,Paris,Shooting,10m Air Pistol Women,No medal,Egypt
Abbas Mohammed,F,Egypt,EGY,2024,Paris,Shooting,25m Pistol Women,No medal,Egypt
Khaled Abdelhady,M,Egypt,EGY,2024,Paris,Shooting,25m Rapid Fire Pistol Men,No medal,Egypt
Agnes Alexiusson,F,Sweden,SWE,2024,Paris,Boxing,Women's 60kg,No medal,Sweden
Nebil Ibrahim,M,Sweden,SWE,2024,Paris,Boxing,Men's 57kg,No medal,Sweden
Magdy Elsayed,F,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Women,No medal,Egypt
Magdy Elsayed,F,Egypt,EGY,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,Egypt
Maggy Ashmawy,F,Egypt,EGY,2024,Paris,Shooting,Trap Women,No medal,Egypt
Youssef Krou,M,France,FRA,2024,Paris,Beach Volleyball,Men,No medal,France
Arnaud Gauthier-rat,M,France,FRA,2024,Paris,Beach Volleyball,Men,No medal,France
Julien Lyneel,M,France,FRA,2024,Paris,Beach Volleyball,Men,No medal,France
Remi Bassereau,M,France,FRA,2024,Paris,Beach Volleyball,Men,No medal,France
Alexia Richard,F,France,FRA,2024,Paris,Beach Volleyball,Women,No medal,France
Lezana Placette,F,France,FRA,2024,Paris,Beach Volleyball,Women,No medal,France
Aline Chamereau,F,France,FRA,2024,Paris,Beach Volleyball,Women,No medal,France
Clemence Vieira,F,France,FRA,2024,Paris,Beach Volleyball,Women,No medal,France
Bacar Ndum,M,Guinea-Bissau,GBS,2024,Paris,Wrestling,Men's Freestyle 74kg,No medal,Guinea-Bissau
Diamantino Iuna,M,Guinea-Bissau,GBS,2024,Paris,Wrestling,Men's Freestyle 57kg,No medal,Guinea-Bissau
Felix Auboeck,M,Austria,AUT,2024,Paris,"Marathon Swimming, Swimming",Men's 10km,No medal,Austria
Felix Auboeck,M,Austria,AUT,2024,Paris,"Marathon Swimming, Swimming",Men's 200m Freestyle,No medal,Austria
Felix Auboeck,M,Austria,AUT,2024,Paris,"Marathon Swimming, Swimming",Men's 400m Freestyle,No medal,Austria
Felix Auboeck,M,Austria,AUT,2024,Paris,"Marathon Swimming, Swimming",Men's 800m Freestyle,No medal,Austria
Valentin Bayer,M,Austria,AUT,2024,Paris,Swimming,Men's 4 x 100m Medley Relay,No medal,Austria
Valentin Bayer,M,Austria,AUT,2024,Paris,Swimming,Relay Only Athlete,No medal,Austria
Simon Bucher,M,Austria,AUT,2024,Paris,Swimming,Men's 100m Butterfly,No medal,Austria
Simon Bucher,M,Austria,AUT,2024,Paris,Swimming,Men's 4 x 100m Medley Relay,No medal,Austria
Martin Espernberger,M,Austria,AUT,2024,Paris,Swimming,Men's 200m Butterfly,No medal,Austria
Heiko Gigler,M,Austria,AUT,2024,Paris,Swimming,Men's 4 x 100m Medley Relay,No medal,Austria
Heiko Gigler,M,Austria,AUT,2024,Paris,Swimming,Relay Only Athlete,No medal,Austria
Jan Hercog,M,Austria,AUT,2024,Paris,Marathon Swimming,Men's 10km,No medal,Austria
Lena Kreundl,F,Austria,AUT,2024,Paris,Swimming,Women's 200m Individual Medley,No medal,Austria
Bernhard Reitshammer,M,Austria,AUT,2024,Paris,Swimming,Men's 100m Backstroke,No medal,Austria
Bernhard Reitshammer,M,Austria,AUT,2024,Paris,Swimming,Men's 100m Breaststroke,No medal,Austria
Bernhard Reitshammer,M,Austria,AUT,2024,Paris,Swimming,Men's 4 x 100m Medley Relay,No medal,Austria
Anna-maria Alexandri,F,Austria,AUT,2024,Paris,Artistic Swimming,Duet,No medal,Austria
Eirini-marina Alexandri,F,Austria,AUT,2024,Paris,Artistic Swimming,Duet,No medal,Austria
Anton Knoll,M,Austria,AUT,2024,Paris,Diving,Men's 10m Platform,No medal,Austria
Anthony Cox,M,Jamaica,JAM,2024,Paris,Athletics,4 x 400m Relay Mixed,No medal,Jamaica
Samuel Freire,M,Cabo Verde,CPV,2024,Paris,Athletics,Men's Marathon,No medal,Cape Verde
Marlena Jawaid,F,Sweden,SWE,2024,Paris,Modern Pentathlon,Women's Individual,No medal,Sweden
Irvin Hoost,M,Suriname,SUR,2024,Paris,Swimming,Men's 100m Freestyle,No medal,Suriname
Yu-tang Lin,M,Chinese Taipei,TPE,2024,Paris,Athletics,Men's Long Jump,No medal,Chinese Taipei
Waisake Tewa,M,Fiji,FIJ,2024,Paris,Athletics,Men's 100m,No medal,Fiji
Bo-ya Zhang,F,Chinese Taipei,TPE,2024,Paris,Athletics,Women's 100m,No medal,Chinese Taipei
Manami Iijima,F,Guam,GUM,2024,Paris,Triathlon,Women's Individual,No medal,Guam
Ramos Aquino,F,Guam,GUM,2024,Paris,Wrestling,Women's Freestyle 53kg,No medal,Guam
Ramos Aquino,F,Guam,GUM,2024,Paris,Wrestling,Women's Freestyle 57kg,No medal,Guam
Sharofiddin Boltaboev,M,Uzbekistan,UZB,2024,Paris,Judo,Men -81 kg,No medal,
Sharofiddin Boltaboev,M,Uzbekistan,UZB,2024,Paris,Judo,Men -81 kg,No medal,Uzbekistan
Sharofiddin Boltaboev,M,Uzbekistan,UZB,2024,Paris,Judo,Mixed Team,No medal,
Sharofiddin Boltaboev,M,Uzbekistan,UZB,2024,Paris,Judo,Mixed Team,No medal,Uzbekistan
Chen-ling Lien,F,Chinese Taipei,TPE,2024,Paris,Judo,Women -57 kg,No medal,Chinese Taipei
Wei Yang,M,Chinese Taipei,TPE,2024,Paris,Judo,Men -60 kg,No medal,Chinese Taipei
Chen-hao Lin,F,Chinese Taipei,TPE,2024,Paris,Judo,Women -48 kg,No medal,Chinese Taipei
Rama Abo-alrub,F,Jordan,JOR,2024,Paris,Taekwondo,Women +67kg,No medal,Jordan
Sydney Francisco,F,Palau,PLW,2024,Paris,Athletics,Women's 100m,No medal,Palau
Moath Alkhawaldeh,M,Jordan,JOR,2024,Paris,Athletics,Men's Marathon,No medal,Jordan
Ahmad Abu,M,Jordan,JOR,2024,Paris,Artistic Gymnastics,Men,No medal,Jordan
Ahmad Abu,M,Jordan,JOR,2024,Paris,Artistic Gymnastics,Men's Pommel Horse,No medal,Jordan
Noel Hendrick,M,Ireland,IRL,2024,Paris,Canoe Slalom,Men's Kayak Single,No medal,Ireland
Noel Hendrick,M,Ireland,IRL,2024,Paris,Canoe Slalom,Men's Kayak Cross,No medal,Ireland
Davlat Bobonov,M,Uzbekistan,UZB,2024,Paris,Judo,Men -90 kg,No medal,
Davlat Bobonov,M,Uzbekistan,UZB,2024,Paris,Judo,Men -90 kg,No medal,Uzbekistan
Davlat Bobonov,M,Uzbekistan,UZB,2024,Paris,Judo,Mixed Team,No medal,
Davlat Bobonov,M,Uzbekistan,UZB,2024,Paris,Judo,Mixed Team,No medal,Uzbekistan
Muzaffarbek Turoboyev,M,Uzbekistan,UZB,2024,Paris,Judo,Men -100 kg,Bronze,
Muzaffarbek Turoboyev,M,Uzbekistan,UZB,2024,Paris,Judo,Men -100 kg,Bronze,Uzbekistan
Muzaffarbek Turoboyev,M,Uzbekistan,UZB,2024,Paris,Judo,Mixed Team,No medal,
Muzaffarbek Turoboyev,M,Uzbekistan,UZB,2024,Paris,Judo,Mixed Team,No medal,Uzbekistan
Amro Al-wir,M,Jordan,JOR,2024,Paris,Swimming,Men's 200m Breaststroke,No medal,Jordan
Karin Belbeisi,F,Jordan,JOR,2024,Paris,Swimming,Women's 400m Freestyle,No medal,Jordan
Julian Hoerl,M,Austria,AUT,2024,Paris,Beach Volleyball,Men,No medal,Austria
Alexander Horst,M,Austria,AUT,2024,Paris,Beach Volleyball,Men,No medal,Austria
Muhammed Ozbek,M,Türkiye,TUR,2024,Paris,Weightlifting,Men's 73kg,No medal,Turkey
Burak Abay,M,Türkiye,TUR,2024,Paris,Cycling Road,Men's Road Race,No medal,Turkey
Elis Ozbay,F,Türkiye,TUR,2024,Paris,Rowing,Women's Single Sculls,No medal,Turkey
Alperen Acet,M,Türkiye,TUR,2024,Paris,Athletics,Men's High Jump,No medal,Turkey
Ayse Tekdal,F,Türkiye,TUR,2024,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal,Turkey
Berke Akcam,M,Türkiye,TUR,2024,Paris,Athletics,Men's 400m Hurdles,No medal,Turkey
Buse Savaskan,F,Türkiye,TUR,2024,Paris,Athletics,Women's High Jump,No medal,Turkey
Eda Tugsuz,F,Türkiye,TUR,2024,Paris,Athletics,Women's Javelin Throw,No medal,Turkey
Emel Dereli,F,Türkiye,TUR,2024,Paris,Athletics,Women's Shot Put,No medal,Turkey
Felix Grossschartner,M,Austria,AUT,2024,Paris,Cycling Road,Men's Road Race,No medal,Austria
Felix Grossschartner,M,Austria,AUT,2024,Paris,Cycling Road,Men's Individual Time Trial,No medal,Austria
Marco Haller,M,Austria,AUT,2024,Paris,Cycling Road,Men's Road Race,No medal,Austria
Raphael Kokas,M,Austria,AUT,2024,Paris,Cycling Track,Men's Madison,No medal,Austria
Maximilian Schmidbauer,M,Austria,AUT,2024,Paris,Cycling Track,Men's Madison,No medal,Austria
Tim Wafler,M,Austria,AUT,2024,Paris,Cycling Track,Men's Omnium,No medal,Austria
Maximilian Foidl,M,Austria,AUT,2024,Paris,Cycling Mountain Bike,Men's Cross-country,No medal,Austria
Mona Mitterwallner,F,Austria,AUT,2024,Paris,Cycling Mountain Bike,Women's Cross-country,No medal,Austria
Laura Stigger,F,Austria,AUT,2024,Paris,Cycling Mountain Bike,Women's Cross-country,No medal,Austria
Anna Kiesenhofer,F,Austria,AUT,2024,Paris,Cycling Road,Women's Road Race,No medal,Austria
Anna Kiesenhofer,F,Austria,AUT,2024,Paris,Cycling Road,Women's Individual Time Trial,No medal,Austria
Christina Schweinberger,F,Austria,AUT,2024,Paris,Cycling Road,Women's Road Race,No medal,Austria
Christina Schweinberger,F,Austria,AUT,2024,Paris,Cycling Road,Women's Individual Time Trial,No medal,Austria
Ersu Sasma,M,Türkiye,TUR,2024,Paris,Athletics,Men's Pole Vault,No medal,Turkey
Gabrijel Veocic,M,Croatia,CRO,2024,Paris,Boxing,Men's 80kg,No medal,Croatia
Kigen Ozbilen,M,Türkiye,TUR,2024,Paris,Athletics,Men's Marathon,No medal,Turkey
Kayhan Ozer,M,Türkiye,TUR,2024,Paris,Athletics,Men's 100m,No medal,Turkey
Mazlum Demir,M,Türkiye,TUR,2024,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal,Turkey
Meryem Bekmez,F,Türkiye,TUR,2024,Paris,Athletics,Women's 20km Race Walk,No medal,Turkey
Necati Er,M,Türkiye,TUR,2024,Paris,Athletics,Men's Triple Jump,No medal,Turkey
Ozkan Baltaci,M,Türkiye,TUR,2024,Paris,Athletics,Men's Hammer Throw,No medal,Turkey
Charlize Moerz,F,Austria,AUT,2024,Paris,Artistic Gymnastics,Women,No medal,Austria
Charlize Moerz,F,Austria,AUT,2024,Paris,Artistic Gymnastics,Women's All-Around,No medal,Austria
Charlize Moerz,F,Austria,AUT,2024,Paris,Artistic Gymnastics,Women's Balance Beam,No medal,Austria
Charlize Moerz,F,Austria,AUT,2024,Paris,Artistic Gymnastics,Women's Floor Exercise,No medal,Austria
Charlize Moerz,F,Austria,AUT,2024,Paris,Artistic Gymnastics,Women's Uneven Bars,No medal,Austria
Charlize Moerz,F,Austria,AUT,2024,Paris,Artistic Gymnastics,Women's Vault,No medal,Austria
Benny Wizani,M,Austria,AUT,2024,Paris,Trampoline Gymnastics,Men,No medal,Austria
Wachid Borchashvili,M,Austria,AUT,2024,Paris,Judo,Men -81 kg,No medal,Austria
Wachid Borchashvili,M,Austria,AUT,2024,Paris,Judo,Mixed Team,No medal,Austria
Aaron Fara,M,Austria,AUT,2024,Paris,Judo,Men -100 kg,No medal,Austria
Aaron Fara,M,Austria,AUT,2024,Paris,Judo,Mixed Team,No medal,Austria
Samuel Gassner,M,Austria,AUT,2024,Paris,Judo,Men -73 kg,No medal,Austria
Samuel Gassner,M,Austria,AUT,2024,Paris,Judo,Mixed Team,No medal,Austria
Lubjana Piovesana,F,Austria,AUT,2024,Paris,Judo,Women -63 kg,No medal,Austria
Lubjana Piovesana,F,Austria,AUT,2024,Paris,Judo,Mixed Team,No medal,Austria
Michaela Polleres,F,Austria,AUT,2024,Paris,Judo,Women -70 kg,Bronze,Austria
Michaela Polleres,F,Austria,AUT,2024,Paris,Judo,Mixed Team,No medal,Austria
Katharina Tanzer,F,Austria,AUT,2024,Paris,Judo,Women -48 kg,No medal,Austria
Katharina Tanzer,F,Austria,AUT,2024,Paris,Judo,Mixed Team,No medal,Austria
Daniel Habesohn,M,Austria,AUT,2024,Paris,Table Tennis,Men's Singles,No medal,Austria
Sofia Polcanova,F,Austria,AUT,2024,Paris,Table Tennis,Women's Singles,No medal,Austria
Lorena Abicht,F,Austria,AUT,2024,Paris,Sailing,Women's Windsurfing,No medal,Austria
Benjamin Bildstein,M,Austria,AUT,2024,Paris,Sailing,Men's Skiff,No medal,Austria
Valentin Bontus,M,Austria,AUT,2024,Paris,Sailing,Men's Kite,Gold,Austria
Tanja Frank,F,Austria,AUT,2024,Paris,Sailing,Mixed Multihull,No medal,Austria
Lukas Haberl,M,Austria,AUT,2024,Paris,Sailing,Mixed Multihull,No medal,Austria
David Hussl,M,Austria,AUT,2024,Paris,Sailing,Men's Skiff,No medal,Austria
Alina Kornelli,F,Austria,AUT,2024,Paris,Sailing,Women's Kite,No medal,Austria
Lukas Maehr,M,Austria,AUT,2024,Paris,Sailing,Mixed Dinghy,Gold,Austria
Lara Vadlau,F,Austria,AUT,2024,Paris,Sailing,Mixed Dinghy,Gold,Austria
Tajay Gayle,M,Jamaica,JAM,2024,Paris,Athletics,Men's Long Jump,No medal,Jamaica
Toi Cruz,M,Puerto Rico,PUR,2024,Paris,Wrestling,Men's Freestyle 57kg,No medal,Puerto Rico
Juanma Lopez,M,Puerto Rico,PUR,2024,Paris,Boxing,Men's 51kg,No medal,Puerto Rico
Regine Tugade-watson,F,Guam,GUM,2024,Paris,Athletics,Women's 100m,No medal,Guam
Joseph Green,M,Guam,GUM,2024,Paris,Athletics,Men's 100m,No medal,Guam
Maria Escano,F,Guam,GUM,2024,Paris,Judo,Women -57 kg,No medal,Guam
Aaron Chia,M,Malaysia,MAS,2024,Paris,Badminton,Men's Doubles,Bronze,Malaysia
Yuri Hosei,F,Palau,PLW,2024,Paris,Swimming,Women's 50m Freestyle,No medal,Palau
Uzur Dzhuzupbekov,M,Kyrgyzstan,KGZ,2024,Paris,Wrestling,Men's Greco-Roman 97kg,Bronze,Kyrgyzstan
Amantur Ismailov,M,Kyrgyzstan,KGZ,2024,Paris,Wrestling,Men's Greco-Roman 67kg,No medal,Kyrgyzstan
Jie Chen,M,Malaysia,MAS,2024,Paris,Badminton,Mixed Doubles,No medal,Malaysia
Wei Goh,F,Malaysia,MAS,2024,Paris,Badminton,Women's Singles,No medal,Malaysia
Jia Lee,M,Malaysia,MAS,2024,Paris,Badminton,Men's Singles,Bronze,Malaysia
Ilke Ozyuksel,F,Türkiye,TUR,2024,Paris,Modern Pentathlon,Women's Individual,No medal,Turkey
Akzhol Makhmudov,M,Kyrgyzstan,KGZ,2024,Paris,Wrestling,Men's Greco-Roman 77kg,Bronze,Kyrgyzstan
Bugra Unal,M,Türkiye,TUR,2024,Paris,Modern Pentathlon,Men's Individual,No medal,Turkey
Zholaman Sharshenbekov,M,Kyrgyzstan,KGZ,2024,Paris,Wrestling,Men's Greco-Roman 60kg,Bronze,Kyrgyzstan
Abderrahman Samba,M,Qatar,QAT,2024,Paris,Athletics,Men's 400m Hurdles,No medal,Qatar
Bassem Hemeida,M,Qatar,QAT,2024,Paris,Athletics,Men's 400m Hurdles,No medal,Qatar
Essa Barshim,M,Qatar,QAT,2024,Paris,Athletics,Men's High Jump,Bronze,Qatar
Doudai Abakar,M,Qatar,QAT,2024,Paris,Athletics,Men's 400m Hurdles,No medal,Qatar
Haydar Abdalla,M,Qatar,QAT,2024,Paris,Athletics,Men's 800m,No medal,Qatar
Ismail Yahia,M,Qatar,QAT,2024,Paris,Athletics,Men's 400m,No medal,Qatar
Abubakar Khaslakhanau,M,AIN,AIN,2024,Paris,Wrestling,Men's Greco-Roman 97kg,No medal,Russia
Hakan Recber,M,Türkiye,TUR,2024,Paris,Taekwondo,Men -68kg,No medal,Turkey
Kutalmis Atesli,M,Türkiye,TUR,2024,Paris,Taekwondo,Men +80kg,No medal,Turkey
Merve Dincel,F,Türkiye,TUR,2024,Paris,Taekwondo,Women -49kg,No medal,Turkey
Kubra Ilgun,F,Türkiye,TUR,2024,Paris,Taekwondo,Women -57kg,No medal,Turkey
Nafia Kus,F,Türkiye,TUR,2024,Paris,Taekwondo,Women +67kg,Bronze,Turkey
Stephen Cox,M,Zimbabwe,ZIM,2024,Paris,Rowing,Men's Single Sculls,No medal,Zimbabwe
Sardana Trofimova,F,Kyrgyzstan,KGZ,2024,Paris,Athletics,Women's Marathon,No medal,Kyrgyzstan
Giovanni Cernogoraz,M,Croatia,CRO,2024,Paris,Shooting,Trap Men,No medal,Croatia
Zaid Abo,M,Jordan,JOR,2024,Paris,Table Tennis,Men's Singles,No medal,Jordan
Salih Korkmaz,M,Türkiye,TUR,2024,Paris,Athletics,Men's 20km Race Walk,No medal,Turkey
Favoris Muzrapov,M,Tajikistan,TJK,2024,Paris,Athletics,Men's 100m,No medal,Tajikistan
