NOC,country,Sport,gold_count,total_medals,athlete_count
RUS,Russia,Rhythmic Gymnastics,34,47,42
RUS,Russia,Rowing,4,86,47
RUS,Russia,Sailing,0,81,62
RUS,Russia,Shooting,7,250,94
RUS,Russia,Swimming,5,381,139
RUS,Russia,Synchronized Swimming,54,63,31
RUS,Russia,Table Tennis,0,39,16
RUS,Russia,Taekwondo,0,11,9
RUS,Russia,Tennis,4,77,28
RUS,Russia,Trampolining,2,16,9
RUS,Russia,Triathlon,0,20,12
RUS,Russia,Volleyball,12,142,88
RUS,Russia,Water Polo,0,103,65
RUS,Russia,Weightlifting,3,45,36
RUS,Russia,Wrestling,29,120,99
RWA,Rwanda,Athletics,0,43,28
RWA,Rwanda,Cycling,0,6,5
RWA,Rwanda,Cycling Road,0,4,3
RWA,Rwanda,Fencing,0,1,1
RWA,Rwanda,Judo,0,1,1
RWA,Rwanda,Swimming,0,14,10
SAA,,Athletics,0,8,6
SAA,,Boxing,0,3,3
SAA,,Canoeing,0,5,3
SAA,,Fencing,0,15,5
SAA,,Gymnastics,0,48,6
SAA,,Rowing,0,7,7
SAA,,Shooting,0,3,2
SAA,,Swimming,0,1,1
SAA,,Wrestling,0,3,3
SAM,Samoa,Archery,0,2,2
SAM,Samoa,Athletics,0,15,10
SAM,Samoa,Boxing,0,21,20
SAM,Samoa,Canoe Sprint,0,10,4
SAM,Samoa,Canoeing,0,6,2
SAM,Samoa,Cycling,0,1,1
SAM,Samoa,Judo,0,5,5
SAM,Samoa,Rugby Sevens,0,12,12
SAM,Samoa,Sailing,0,3,3
SAM,Samoa,Swimming,0,4,4
SAM,Samoa,Taekwondo,0,2,2
SAM,Samoa,Weightlifting,0,15,13
SAM,Samoa,Wrestling,0,4,4
SCG,,Athletics,0,46,31
SCG,,Basketball,0,36,26
SCG,,Boxing,0,1,1
SCG,,Canoeing,0,11,7
SCG,,Cycling,0,1,1
SCG,,Diving,0,2,2
SCG,,Fencing,0,2,1
SCG,,Football,0,17,17
SCG,,Handball,0,15,15
SCG,,Judo,0,4,4
SCG,,Rowing,0,12,10
SCG,,Shooting,1,32,8
SCG,,Swimming,0,28,15
SCG,,Table Tennis,0,13,4
SCG,,Tennis,0,3,3
SCG,,Volleyball,11,35,21
SCG,,Water Polo,0,38,23
SCG,,Weightlifting,0,1,1
SCG,,Wrestling,0,3,3
SEN,Senegal,Athletics,0,166,80
SEN,Senegal,Basketball,0,60,53
SEN,Senegal,Boxing,0,6,6
SEN,Senegal,Canoe Slalom,0,4,2
SEN,Senegal,Canoe Sprint,0,1,1
SEN,Senegal,Canoeing,0,6,4
SEN,Senegal,Fencing,0,8,6
SEN,Senegal,Football,0,17,17
SEN,Senegal,Judo,0,49,36
SEN,Senegal,Sailing,0,1,1
SEN,Senegal,Shooting,0,3,3
SEN,Senegal,Swimming,0,28,13
SEN,Senegal,Table Tennis,0,3,2
SEN,Senegal,Taekwondo,0,4,3
SEN,Senegal,Wrestling,0,41,19
SEY,Seychelles,Athletics,0,49,27
SEY,Seychelles,Badminton,0,2,2
SEY,Seychelles,Boxing,0,14,10
SEY,Seychelles,Canoeing,0,4,1
SEY,Seychelles,Judo,0,5,3
SEY,Seychelles,Sailing,0,12,6
SEY,Seychelles,Swimming,0,29,15
SEY,Seychelles,Weightlifting,0,5,5
SGP,Singapore,Artistic Gymnastics,0,2,1
SGP,Singapore,Athletics,0,32,22
SGP,Singapore,Badminton,0,27,18
SGP,Singapore,Basketball,0,10,10
SGP,Singapore,Boxing,0,1,1
SGP,Singapore,Canoe Sprint,0,1,1
SGP,Singapore,Canoeing,0,2,1
SGP,Singapore,Diving,0,2,2
SGP,Singapore,Equestrian,0,2,1
SGP,Singapore,Fencing,0,8,4
SGP,Singapore,Golf,0,1,1
SGP,Singapore,Gymnastics,0,4,1
SGP,Singapore,Hockey,0,17,17
SGP,Singapore,Judo,0,2,2
SGP,Singapore,Marathon Swimming,0,1,1
SGP,Singapore,Rowing,0,3,3
SGP,Singapore,Sailing,0,45,36
SGP,Singapore,Shooting,0,19,11
SGP,Singapore,Swimming,1,162,33
SGP,Singapore,Table Tennis,0,49,20
SGP,Singapore,Water Polo,0,10,10
SGP,Singapore,Weightlifting,0,11,10
SKN,Saint Kitts and Nevis,Athletics,0,46,22
SKN,Saint Kitts and Nevis,Swimming,0,1,1
SLE,Sierra Leone,Athletics,0,101,49
SLE,Sierra Leone,Boxing,0,9,9
SLE,Sierra Leone,Cycling,0,1,1
SLE,Sierra Leone,Judo,0,2,2
SLE,Sierra Leone,Swimming,0,7,6
SLE,Sierra Leone,Weightlifting,0,2,2
SLO,Slovenia,Archery,0,14,6
SLO,Slovenia,Artistic Gymnastics,0,6,1
SLO,Slovenia,Athletics,1,113,68
SLO,Slovenia,Badminton,0,3,2
SLO,Slovenia,Basketball,0,12,12
SLO,Slovenia,Canoe Slalom,1,12,5
SLO,Slovenia,Canoe Sprint,0,4,2
SLO,Slovenia,Canoeing,0,36,22
SLO,Slovenia,Cycling,0,36,21
SLO,Slovenia,Cycling Mountain Bike,0,2,1
SLO,Slovenia,Cycling Road,1,15,9
SLO,Slovenia,Golf,0,3,2
SLO,Slovenia,Gymnastics,0,24,6
SLO,Slovenia,Handball,0,79,67
SLO,Slovenia,Judo,3,36,22
SLO,Slovenia,Marathon Swimming,0,1,1
SLO,Slovenia,Rhythmic Gymnastics,0,2,1
SLO,Slovenia,Rowing,2,44,23
SLO,Slovenia,Sailing,0,42,22
SLO,Slovenia,Shooting,1,27,6
SLO,Slovenia,Sport Climbing,2,5,3
SLO,Slovenia,Swimming,0,117,39
SLO,Slovenia,Table Tennis,0,14,6
SLO,Slovenia,Taekwondo,0,6,6
SLO,Slovenia,Tennis,0,20,10
SLO,Slovenia,Triathlon,0,2,1
SLO,Slovenia,Volleyball,0,13,13
SMR,San Marino,Archery,0,4,3
SMR,San Marino,Athletics,0,21,13
SMR,San Marino,Cycling,0,16,10
SMR,San Marino,Gymnastics,0,7,1
SMR,San Marino,Judo,0,10,5
SMR,San Marino,Sailing,0,3,3
SMR,San Marino,Shooting,0,60,30
SMR,San Marino,Swimming,0,29,13
SMR,San Marino,Tennis,0,2,2
SMR,San Marino,Weightlifting,0,2,2
SMR,San Marino,Wrestling,0,3,2
SOL,Solomon Islands,Archery,0,1,1
SOL,Solomon Islands,Athletics,0,19,12
SOL,Solomon Islands,Boxing,0,1,1
SOL,Solomon Islands,Judo,0,1,1
SOL,Solomon Islands,Swimming,0,2,2
SOL,Solomon Islands,Weightlifting,0,8,6
SOM,Somalia,Athletics,0,34,21
SOM,Somalia,Boxing,0,1,1
SRB,Serbia,3x3 Basketball,0,8,6
SRB,Serbia,Athletics,0,50,31
SRB,Serbia,Basketball,0,60,54
SRB,Serbia,Boxing,0,5,5
SRB,Serbia,Canoe Sprint,0,18,10
SRB,Serbia,Canoeing,0,31,17
SRB,Serbia,Cycling,0,6,4
SRB,Serbia,Cycling Road,0,2,2
SRB,Serbia,Football,0,15,15
SRB,Serbia,Handball,0,15,15
SRB,Serbia,Judo,0,19,8
SRB,Serbia,Karate,1,1,1
SRB,Serbia,Rowing,0,19,13
SRB,Serbia,Shooting,2,70,20
SRB,Serbia,Swimming,0,55,20
SRB,Serbia,Table Tennis,0,10,6
SRB,Serbia,Taekwondo,2,10,9
SRB,Serbia,Tennis,1,34,13
SRB,Serbia,Volleyball,0,97,70
SRB,Serbia,Water Polo,39,65,44
SRB,Serbia,Wrestling,1,15,11
SRI,Sri Lanka,Artistic Gymnastics,0,5,1
SRI,Sri Lanka,Athletics,0,72,48
SRI,Sri Lanka,Badminton,0,7,4
SRI,Sri Lanka,Boxing,0,14,13
SRI,Sri Lanka,Cycling,0,1,1
SRI,Sri Lanka,Diving,0,2,2
SRI,Sri Lanka,Equestrian,0,1,1
SRI,Sri Lanka,Judo,0,2,1
SRI,Sri Lanka,Sailing,0,4,3
SRI,Sri Lanka,Shooting,0,23,10
SRI,Sri Lanka,Swimming,0,29,16
SRI,Sri Lanka,Weightlifting,0,4,4
SRI,Sri Lanka,Wrestling,0,1,1
SSD,South Sudan,Athletics,0,7,5
SSD,South Sudan,Basketball,0,12,12
STP,So Tom and Prncipe,Athletics,0,14,13
STP,So Tom and Prncipe,Canoe Sprint,0,5,3
STP,So Tom and Prncipe,Canoeing,0,3,2
STP,So Tom and Prncipe,Judo,0,1,1
SUD,Sudan,Athletics,0,55,35
SUD,Sudan,Boxing,0,20,17
SUD,Sudan,Football,0,14,14
SUD,Sudan,Judo,0,4,4
SUD,Sudan,Rowing,0,2,2
SUD,Sudan,Shooting,0,6,3
SUD,Sudan,Swimming,0,10,9
SUD,Sudan,Table Tennis,0,1,1
SUD,Sudan,Weightlifting,0,4,4
SUI,Switzerland,Aeronautics,1,1,1
SUI,Switzerland,Alpinism,2,2,2
SUI,Switzerland,Archery,0,16,14
SUI,Switzerland,Art Competitions,3,158,67
SUI,Switzerland,Artistic Gymnastics,0,86,11
SUI,Switzerland,Athletics,0,501,321
SUI,Switzerland,Badminton,0,15,9
SUI,Switzerland,Basketball,0,36,29
SUI,Switzerland,Beach Volleyball,0,34,24
SUI,Switzerland,Boxing,0,38,37
SUI,Switzerland,Canoe Slalom,0,9,4
SUI,Switzerland,Canoeing,0,82,54
SUI,Switzerland,Cycling,5,290,175
SUI,Switzerland,Cycling BMX Freestyle,0,2,1
SUI,Switzerland,Cycling BMX Racing,0,9,7
SUI,Switzerland,Cycling Mountain Bike,1,10,7
SUI,Switzerland,Cycling Road,0,16,10
SUI,Switzerland,Cycling Track,0,16,10
SUI,Switzerland,Diving,0,23,17
SUI,Switzerland,Equestrian,0,34,13
SUI,Switzerland,Equestrianism,5,276,93
SUI,Switzerland,Fencing,1,247,103
SUI,Switzerland,Figure Skating,0,1,1
SUI,Switzerland,Football,0,43,39
SUI,Switzerland,Golf,0,7,5
SUI,Switzerland,Gymnastics,23,863,95
SUI,Switzerland,Handball,0,59,55
SUI,Switzerland,Hockey,0,72,63
SUI,Switzerland,Ice Hockey,0,8,8
SUI,Switzerland,Judo,1,39,29
SUI,Switzerland,Karate,0,1,1
SUI,Switzerland,Modern Pentathlon,0,45,24
SUI,Switzerland,Rhythmic Gymnastics,0,2,2
SUI,Switzerland,Rowing,24,279,198
SUI,Switzerland,Sailing,3,173,122
SUI,Switzerland,Shooting,24,306,115
SUI,Switzerland,Sport Climbing,0,2,2
SUI,Switzerland,Swimming,0,294,105
SUI,Switzerland,Synchronized Swimming,0,25,14
SUI,Switzerland,Table Tennis,0,2,2
SUI,Switzerland,Taekwondo,0,1,1
SUI,Switzerland,Tennis,4,62,23
SUI,Switzerland,Trampolining,0,2,2
SUI,Switzerland,Triathlon,2,39,20
SUI,Switzerland,Water Polo,0,36,29
SUI,Switzerland,Weightlifting,0,40,34
SUI,Switzerland,Wrestling,4,115,91
SUR,Suriname,Athletics,0,30,14
SUR,Suriname,Badminton,0,5,3
SUR,Suriname,Cycling,0,3,1
SUR,Suriname,Cycling Track,0,4,1
SUR,Suriname,Judo,0,5,4
SUR,Suriname,Swimming,1,33,15
SVK,Slovakia,Archery,0,4,3
SVK,Slovakia,Artistic Gymnastics,0,5,1
SVK,Slovakia,Athletics,1,112,62
SVK,Slovakia,Badminton,0,3,3
SVK,Slovakia,Basketball,0,12,12
SVK,Slovakia,Boxing,0,4,4
SVK,Slovakia,Canoe Slalom,0,12,5
SVK,Slovakia,Canoe Sprint,0,7,5
SVK,Slovakia,Canoeing,12,106,47
SVK,Slovakia,Cycling,0,45,21
SVK,Slovakia,Cycling Road,0,6,3
SVK,Slovakia,Football,0,18,18
SVK,Slovakia,Golf,0,1,1
SVK,Slovakia,Gymnastics,0,28,6
SVK,Slovakia,Judo,0,8,6
SVK,Slovakia,Rowing,0,5,4
SVK,Slovakia,Sailing,0,8,6
SVK,Slovakia,Shooting,1,63,20
SVK,Slovakia,Skateboarding,0,1,1
SVK,Slovakia,Swimming,0,46,15
SVK,Slovakia,Synchronized Swimming,0,6,6
SVK,Slovakia,Table Tennis,0,10,6
SVK,Slovakia,Tennis,0,51,22
SVK,Slovakia,Trampolining,0,1,1
SVK,Slovakia,Triathlon,0,3,2
SVK,Slovakia,Water Polo,0,13,13
SVK,Slovakia,Weightlifting,0,10,7
SVK,Slovakia,Wrestling,0,15,11
SWE,Sweden,Archery,0,69,25
SWE,Sweden,Art Competitions,2,107,50
SWE,Sweden,Artistic Gymnastics,0,8,2
SWE,Sweden,Athletics,35,1051,566
SWE,Sweden,Badminton,0,36,19
SWE,Sweden,Basketball,0,12,12
SWE,Sweden,Beach Volleyball,2,8,6
SWE,Sweden,Boxing,0,81,72
SWE,Sweden,Canoe Slalom,0,3,2
SWE,Sweden,Canoe Sprint,0,8,5
SWE,Sweden,Canoeing,23,229,94
SWE,Sweden,Cycling,15,238,106
SWE,Sweden,Cycling Mountain Bike,0,2,1
SWE,Sweden,Cycling Road,0,2,2
SWE,Sweden,Diving,6,155,91
SWE,Sweden,Equestrian,4,45,16
SWE,Sweden,Equestrianism,37,391,138
SWE,Sweden,Fencing,6,246,100
SWE,Sweden,Figure Skating,3,8,7
SWE,Sweden,Football,12,263,214
SWE,Sweden,Golf,0,12,10
SWE,Sweden,Gymnastics,95,489,123
SWE,Sweden,Handball,0,229,153
SWE,Sweden,Ice Hockey,0,11,11
SWE,Sweden,Judo,0,34,24
SWE,Sweden,"Marathon Swimming, Swimming",0,4,1
SWE,Sweden,Modern Pentathlon,9,103,54
SWE,Sweden,Rhythmic Gymnastics,0,1,1
SWE,Sweden,Rowing,0,150,99
SWE,Sweden,Sailing,33,343,247
SWE,Sweden,Shooting,32,586,199
SWE,Sweden,Skateboarding,0,2,2
SWE,Sweden,Swimming,11,806,267
SWE,Sweden,Synchronized Swimming,0,1,1
SWE,Sweden,Table Tennis,1,80,26
SWE,Sweden,Taekwondo,0,8,7
SWE,Sweden,Tennis,0,130,46
SWE,Sweden,Triathlon,0,5,3
SWE,Sweden,Tug-Of-War,11,27,27
SWE,Sweden,Volleyball,0,12,12
SWE,Sweden,Water Polo,0,71,49
SWE,Sweden,Weightlifting,0,65,53
SWE,Sweden,Wrestling,28,291,167
SWZ,Eswatini,Athletics,0,36,22
SWZ,Eswatini,Boxing,0,9,9
SWZ,Eswatini,Shooting,0,2,1
SWZ,Eswatini,Swimming,0,20,11
SWZ,Eswatini,Taekwondo,0,1,1
SWZ,Eswatini,Weightlifting,0,3,2
SYR,Syria,Artistic Gymnastics,0,5,1
SYR,Syria,Athletics,1,34,26
SYR,Syria,Boxing,0,19,17
SYR,Syria,Cycling,0,1,1
SYR,Syria,Diving,0,2,2
SYR,Syria,Equestrian,0,2,2
SYR,Syria,Equestrianism,0,1,1
SYR,Syria,Football,0,15,15
SYR,Syria,Judo,0,10,10
SYR,Syria,Shooting,0,12,11
SYR,Syria,Swimming,0,15,10
SYR,Syria,Table Tennis,0,2,2
SYR,Syria,Triathlon,0,2,2
SYR,Syria,Weightlifting,0,14,10
SYR,Syria,Wrestling,0,38,32
TAN,Tanzania,Athletics,0,109,65
TAN,Tanzania,Boxing,0,36,29
TAN,Tanzania,Hockey,0,16,16
TAN,Tanzania,Judo,0,2,2
TAN,Tanzania,Swimming,0,8,6
TCH,Czechoslovakia,Archery,0,4,4
TCH,Czechoslovakia,Art Competitions,0,87,51
TCH,Czechoslovakia,Athletics,11,363,215
TCH,Czechoslovakia,Badminton,0,2,2
TCH,Czechoslovakia,Basketball,0,123,103
TCH,Czechoslovakia,Boxing,3,51,39
TCH,Czechoslovakia,Canoeing,10,169,120
TCH,Czechoslovakia,Cycling,2,173,97
TCH,Czechoslovakia,Diving,1,19,9
TCH,Czechoslovakia,Equestrianism,1,57,22
TCH,Czechoslovakia,Fencing,0,108,44
TCH,Czechoslovakia,Football,16,84,79
TCH,Czechoslovakia,Gymnastics,19,1057,130
TCH,Czechoslovakia,Handball,0,88,77
TCH,Czechoslovakia,Hockey,0,16,16
TCH,Czechoslovakia,Ice Hockey,0,8,8
TCH,Czechoslovakia,Judo,0,17,11
TCH,Czechoslovakia,Modern Pentathlon,0,33,16
TCH,Czechoslovakia,Rhythmic Gymnastics,0,4,3
TCH,Czechoslovakia,Rowing,7,246,172
TCH,Czechoslovakia,Sailing,0,12,11
TCH,Czechoslovakia,Shooting,4,193,92
TCH,Czechoslovakia,Swimming,0,110,52
TCH,Czechoslovakia,Synchronized Swimming,0,1,1
TCH,Czechoslovakia,Table Tennis,0,12,8
TCH,Czechoslovakia,Tennis,1,35,19
TCH,Czechoslovakia,Volleyball,0,83,61
TCH,Czechoslovakia,Water Polo,0,43,39
TCH,Czechoslovakia,Weightlifting,3,66,49
TCH,Czechoslovakia,Wrestling,1,105,74
TGA,Tonga,Archery,0,3,3
TGA,Tonga,Athletics,0,22,15
TGA,Tonga,Boxing,0,14,14
TGA,Tonga,Judo,0,1,1
TGA,Tonga,Swimming,0,7,4
TGA,Tonga,Taekwondo,0,3,2
TGA,Tonga,Weightlifting,0,5,5
THA,Thailand,Archery,0,7,6
THA,Thailand,Athletics,0,163,108
THA,Thailand,Badminton,0,66,35
THA,Thailand,Basketball,0,9,9
THA,Thailand,Boxing,4,95,74
THA,Thailand,Canoe Sprint,0,1,1
THA,Thailand,Canoeing,0,1,1
THA,Thailand,Cycling,0,50,27
THA,Thailand,Cycling BMX Racing,0,3,3
THA,Thailand,Cycling Road,0,4,3
THA,Thailand,Cycling Track,0,2,1
THA,Thailand,Diving,0,6,4
THA,Thailand,Equestrian,0,7,4
THA,Thailand,Equestrianism,0,2,2
THA,Thailand,Fencing,0,19,8
THA,Thailand,Football,0,28,27
THA,Thailand,Golf,0,12,9
THA,Thailand,Judo,0,12,12
THA,Thailand,Modern Pentathlon,0,1,1
THA,Thailand,Rowing,0,8,5
THA,Thailand,Sailing,0,39,24
THA,Thailand,Shooting,0,131,67
THA,Thailand,Skateboarding,0,1,1
THA,Thailand,Swimming,0,88,27
THA,Thailand,Table Tennis,0,14,5
THA,Thailand,Taekwondo,2,18,16
THA,Thailand,Tennis,0,13,6
THA,Thailand,Weightlifting,5,47,39
TJK,Tajikistan,Archery,0,2,2
TJK,Tajikistan,Athletics,1,13,8
TJK,Tajikistan,Boxing,0,16,11
TJK,Tajikistan,Diving,0,2,2
TJK,Tajikistan,Judo,0,20,15
TJK,Tajikistan,Shooting,0,4,1
TJK,Tajikistan,Swimming,0,11,8
TJK,Tajikistan,Taekwondo,0,3,3
TJK,Tajikistan,Weightlifting,0,1,1
TJK,Tajikistan,Wrestling,0,12,10
TKM,Turkmenistan,Athletics,0,13,12
TKM,Turkmenistan,Boxing,0,7,5
TKM,Turkmenistan,Judo,0,13,10
TKM,Turkmenistan,Shooting,0,5,2
TKM,Turkmenistan,Swimming,0,13,12
TKM,Turkmenistan,Table Tennis,0,2,1
TKM,Turkmenistan,Weightlifting,0,15,12
TKM,Turkmenistan,Wrestling,0,2,2
TLS,Timor-Leste,Athletics,0,9,8
TLS,Timor-Leste,Cycling,0,1,1
TLS,Timor-Leste,Swimming,0,4,3
TLS,Timor-Leste,Taekwondo,0,1,1
TOG,Togo,Athletics,0,33,22
TOG,Togo,Boxing,0,8,8
TOG,Togo,Canoeing,0,3,1
TOG,Togo,Cycling,0,5,5
TOG,Togo,Judo,0,3,1
TOG,Togo,Rowing,0,3,3
TOG,Togo,Swimming,0,6,5
TOG,Togo,Table Tennis,0,2,2
TOG,Togo,Tennis,0,1,1
TOG,Togo,Triathlon,0,1,1
TPE,Chinese Taipei,Archery,0,115,42
TPE,Chinese Taipei,Artistic Gymnastics,0,38,5
TPE,Chinese Taipei,Athletics,0,138,75
TPE,Chinese Taipei,Badminton,4,45,29
TPE,Chinese Taipei,Baseball,0,67,57
TPE,Chinese Taipei,Basketball,0,11,11
TPE,Chinese Taipei,Boxing,1,31,29
TPE,Chinese Taipei,Breaking,0,1,1
TPE,Chinese Taipei,Canoe Slalom,0,5,2
TPE,Chinese Taipei,Canoe Sprint,0,1,1
TPE,Chinese Taipei,Cycling,0,41,20
TPE,Chinese Taipei,Cycling Road,0,1,1
TPE,Chinese Taipei,Diving,0,6,5
TPE,Chinese Taipei,Equestrian,0,1,1
TPE,Chinese Taipei,Equestrianism,0,1,1
TPE,Chinese Taipei,Fencing,0,10,6
TPE,Chinese Taipei,Football,0,13,13
TPE,Chinese Taipei,Golf,0,11,10
TPE,Chinese Taipei,Gymnastics,0,92,12
TPE,Chinese Taipei,Judo,0,49,42
TPE,Chinese Taipei,Karate,0,2,2
TPE,Chinese Taipei,Modern Pentathlon,0,3,3
TPE,Chinese Taipei,Rowing,0,6,4
TPE,Chinese Taipei,Sailing,0,13,9
TPE,Chinese Taipei,Shooting,0,74,36
TPE,Chinese Taipei,Softball,0,45,34
TPE,Chinese Taipei,Swimming,0,166,55
TPE,Chinese Taipei,Table Tennis,0,83,35
TPE,Chinese Taipei,Taekwondo,2,23,18
TPE,Chinese Taipei,Tennis,0,26,17
TPE,Chinese Taipei,Weightlifting,2,70,47
TPE,Chinese Taipei,Wrestling,0,7,7
TTO,Trinidad and Tobago,Athletics,7,295,132
TTO,Trinidad and Tobago,Badminton,0,1,1
TTO,Trinidad and Tobago,Boxing,0,6,6
TTO,Trinidad and Tobago,Cycling,0,47,19
TTO,Trinidad and Tobago,Cycling Road,0,1,1
TTO,Trinidad and Tobago,Cycling Track,0,8,2
TTO,Trinidad and Tobago,Gymnastics,0,4,1
TTO,Trinidad and Tobago,Judo,0,2,2
TTO,Trinidad and Tobago,Rowing,0,2,2
TTO,Trinidad and Tobago,Sailing,0,8,6
TTO,Trinidad and Tobago,Shooting,0,8,4
TTO,Trinidad and Tobago,Swimming,0,41,13
TTO,Trinidad and Tobago,Table Tennis,0,2,1
TTO,Trinidad and Tobago,Taekwondo,0,2,2
TTO,Trinidad and Tobago,Weightlifting,0,8,4
TUN,Tunisia,Archery,0,5,2
TUN,Tunisia,Athletics,1,80,51
TUN,Tunisia,Basketball,0,12,12
TUN,Tunisia,Beach Volleyball,0,2,2
TUN,Tunisia,Boxing,0,50,42
TUN,Tunisia,Canoe Slalom,0,3,1
TUN,Tunisia,Canoe Sprint,0,6,4
TUN,Tunisia,Canoeing,0,8,3
TUN,Tunisia,Cycling,0,10,6
TUN,Tunisia,Fencing,0,40,21
TUN,Tunisia,Football,0,65,65
TUN,Tunisia,Gymnastics,0,8,1
TUN,Tunisia,Handball,0,72,56
TUN,Tunisia,Judo,0,43,33
TUN,Tunisia,Marathon Swimming,0,1,1
TUN,Tunisia,"Marathon Swimming, Swimming",0,4,1
TUN,Tunisia,Modern Pentathlon,0,6,3
TUN,Tunisia,Rowing,0,13,11
TUN,Tunisia,Sailing,0,11,10
TUN,Tunisia,Shooting,0,11,6
TUN,Tunisia,Swimming,3,33,11
TUN,Tunisia,Table Tennis,0,19,11
TUN,Tunisia,Taekwondo,1,13,11
TUN,Tunisia,Tennis,0,8,4
TUN,Tunisia,Volleyball,0,82,71
TUN,Tunisia,Weightlifting,0,18,15
TUN,Tunisia,Wrestling,0,42,33
TUR,Turkey,Archery,1,70,25
TUR,Turkey,Art Competitions,0,3,2
TUR,Turkey,Artistic Gymnastics,0,64,6
TUR,Turkey,Athletics,1,268,154
TUR,Turkey,Badminton,0,4,4
TUR,Turkey,Basketball,0,42,36
TUR,Turkey,Boxing,1,81,70
TUR,Turkey,Canoeing,0,2,1
TUR,Turkey,Cycling,0,40,22
TUR,Turkey,Cycling Road,0,3,3
TUR,Turkey,Diving,0,2,2
TUR,Turkey,Equestrianism,0,39,17
TUR,Turkey,Fencing,0,38,26
TUR,Turkey,Football,0,71,62
TUR,Turkey,Gymnastics,0,11,3
TUR,Turkey,Judo,1,55,35
TUR,Turkey,Karate,0,7,7
TUR,Turkey,"Marathon Swimming, Swimming",0,5,2
TUR,Turkey,Modern Pentathlon,0,4,3
TUR,Turkey,Rowing,0,5,5
TUR,Turkey,Sailing,0,60,42
TUR,Turkey,Shooting,0,56,27
TUR,Turkey,Swimming,0,130,54
TUR,Turkey,Table Tennis,0,7,5
TUR,Turkey,Taekwondo,1,22,13
TUR,Turkey,Tennis,0,1,1
TUR,Turkey,Volleyball,0,37,32
TUR,Turkey,Weightlifting,8,69,49
TUR,Turkey,Wrestling,29,286,199
TUV,Tuvalu,Athletics,0,9,7
TUV,Tuvalu,Weightlifting,0,2,2
UAE,United Arab Emirates,Athletics,0,25,21
UAE,United Arab Emirates,Cycling,0,16,10
UAE,United Arab Emirates,Cycling Road,0,1,1
UAE,United Arab Emirates,Equestrian,0,6,3
UAE,United Arab Emirates,Equestrianism,0,1,1
UAE,United Arab Emirates,Football,0,18,18
UAE,United Arab Emirates,Judo,0,13,11
UAE,United Arab Emirates,Sailing,0,1,1
UAE,United Arab Emirates,Shooting,1,17,8
UAE,United Arab Emirates,Swimming,0,64,16
UAE,United Arab Emirates,Taekwondo,0,1,1
UAE,United Arab Emirates,Weightlifting,0,2,2
UAR,,Athletics,0,2,2
UAR,,Boxing,0,4,4
UAR,,Diving,0,4,3
UAR,,Equestrianism,0,6,3
UAR,,Fencing,0,9,6
UAR,,Football,0,17,17
UAR,,Gymnastics,0,48,6
UAR,,Rowing,0,9,9
UAR,,Shooting,0,3,3
UAR,,Water Polo,0,10,10
UAR,,Weightlifting,0,7,7
UAR,,Wrestling,0,4,4
UGA,Uganda,Archery,0,1,1
UGA,Uganda,Athletics,5,188,103
UGA,Uganda,Badminton,0,2,1
UGA,Uganda,Boxing,0,74,58
UGA,Uganda,Cycling,0,2,2
UGA,Uganda,Cycling Road,0,1,1
UGA,Uganda,Hockey,0,17,17
UGA,Uganda,Rowing,0,2,1
UGA,Uganda,Swimming,0,14,13
UGA,Uganda,Table Tennis,0,7,3
UGA,Uganda,Weightlifting,0,7,6
UKR,Ukraine,Archery,1,76,26
UKR,Ukraine,Artistic Gymnastics,0,84,9
UKR,Ukraine,Artistic Swimming,0,12,8
UKR,Ukraine,Athletics,3,467,277
UKR,Ukraine,Badminton,0,21,9
UKR,Ukraine,Basketball,0,12,12
UKR,Ukraine,Boxing,5,51,45
UKR,Ukraine,Breaking,0,3,3
UKR,Ukraine,Canoe Slalom,0,5,1
UKR,Ukraine,Canoe Sprint,0,30,15
UKR,Ukraine,Canoeing,3,63,32
UKR,Ukraine,Cycling,0,101,51
UKR,Ukraine,Cycling Mountain Bike,0,3,2
UKR,Ukraine,Cycling Road,0,5,3
UKR,Ukraine,Cycling Track,0,6,2
UKR,Ukraine,Diving,0,81,36
UKR,Ukraine,Equestrian,0,2,2
UKR,Ukraine,Equestrianism,0,26,10
UKR,Ukraine,Fencing,9,114,45
UKR,Ukraine,Football,0,18,18
UKR,Ukraine,Gymnastics,5,336,47
UKR,Ukraine,Handball,0,15,15
UKR,Ukraine,Judo,0,56,39
UKR,Ukraine,Karate,0,3,3
UKR,Ukraine,Marathon Swimming,0,1,1
UKR,Ukraine,Modern Pentathlon,0,19,12
UKR,Ukraine,Rhythmic Gymnastics,1,47,37
UKR,Ukraine,Rowing,4,89,58
UKR,Ukraine,Sailing,2,46,25
UKR,Ukraine,Shooting,4,121,33
UKR,Ukraine,Sport Climbing,0,2,2
UKR,Ukraine,Swimming,4,221,72
UKR,Ukraine,Synchronized Swimming,0,18,11
UKR,Ukraine,Table Tennis,0,16,9
UKR,Ukraine,Taekwondo,0,3,3
UKR,Ukraine,Tennis,0,36,18
UKR,Ukraine,Trampoline Gymnastics,0,1,1
UKR,Ukraine,Trampolining,1,9,6
UKR,Ukraine,Triathlon,0,12,6
UKR,Ukraine,Volleyball,0,12,12
UKR,Ukraine,Water Polo,0,13,13
UKR,Ukraine,Weightlifting,3,52,38
UKR,Ukraine,Wrestling,4,108,72
UNK,,Art Competitions,0,2,2
